"title","price","beds","baths","size","details","time"
"فيلا للبيع في شارع البراء بن عازب ، حي الضباط ، الرياض ، الرياض","2,000,000 ريال","6","5","375 م²","فيلا للبيع في شارع البراء بن عازب ، حي الضباط ، الرياض ، الرياضقبل شهر2,000,000 ريال375 م²5 6 عمره ١٩ ومساحته ٣٧٥ متر على شارعين غربي وشمالي ثلاث ادوار مفصولة اساساتها ممتازة بالقرب من مستشفى قوى الامن من الجهة الشمالية مؤجر ب120 الف سنوي  محدود ب (2,000,000) ووصل سومها مليون وخمس مية الف   حي الضباط - الرياض","قبل شهر"
"فيلا للبيع في شارع الحارث بن اسد ، حي الخالدية ، الرياض ، الرياض","900,000 ريال","7","5","440 م²","فيلا للبيع في شارع الحارث بن اسد ، حي الخالدية ، الرياض ، الرياضقبل يوم900,000 ريال440 م²5 7 فيلا للبيع عمرها 20 سنه
عبارة عن 4 وحدات سكنية مؤجرة بالكامل
شقتين منفصلتين بالدور الأرضي 
وشقه بالدور الأول كامل
وشقه بالدور الثاني(السطح) 
3 عدادت كهرباء
وعداد مويه
للتواصل والإستفسارات: 0581955905
في حال عدم الرد يرجى ترك رسالة واتساب
* للمعاينة...   حي الخالدية - الرياض","قبل يوم"
"فيلا للبيع في شارع ابن المبرد ، حي الربوة ، الرياض ، الرياض","1,300,000 ريال","7","5","540 م²","فيلا للبيع في شارع ابن المبرد ، حي الربوة ، الرياض ، الرياضقبل 14 ساعة1,300,000 ريال540 م²5 7 فلة مفصولة جنوبية مجددة الدور الاول بالكامل   حي الربوة - الرياض","قبل 14 ساعة"
"فيلا للبيع في شارع ابن سراج العدل ، حي الربوة ، الرياض ، الرياض","1,500,000 ريال","6","5","550 م²","فيلا للبيع في شارع ابن سراج العدل ، حي الربوة ، الرياض ، الرياضقبل اسبوع1,500,000 ريال550 م²5 6 للبيع فيلا زاوية بحي الربوة 
مساحة الفيلا :550م2
الواجهة: شرق - جنوب شارع عرض 12م
تتكون الفيلا من :
الحوش : - مدخل سيارة + مسطح اخضر + ملحق + مشب + غرفة سائق + دورة مياة.
- الدور الارضي دورتين مياة + مجلس رجال + مجلس نساء + مقلط + صالة + مطبخ + مس...   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع المنفلوطي ، حي الزهراء ، الرياض ، الرياض","1,500,000 ريال","5","5","562 م²","فيلا للبيع في شارع المنفلوطي ، حي الزهراء ، الرياض ، الرياضقبل 18 ساعة1,500,000 ريال562 م²5 5 فيلا قديمة تباع بقيمة ارض اطوالها :
الابعاد : ٢٥ العرض 
 الطول الداخلي : ٢٢،٥
خلف عقارية الستين ش صلاح الدين 
شارع ٢٠   حي الزهراء - الرياض","قبل 18 ساعة"
"فيلا للبيع في طريق عمر بن عبدالعزيز ، حي الزهراء ، الرياض ، الرياض","800,000 ريال","5","4","288 م²","فيلا للبيع في طريق عمر بن عبدالعزيز ، حي الزهراء ، الرياض ، الرياضقبل 5 ايام800,000 ريال288 م²4 5 فيلا قديمة
دورين مفصولة   حي الزهراء - الرياض","قبل 5 ايام"
"فيلا للبيع في شارع ابو اليسر ، حي جرير ، الرياض ، الرياض","1,850,000 ريال","6","4","1000 م²","فيلا للبيع في شارع ابو اليسر ، حي جرير ، الرياض ، الرياضقبل 6 ايام1,850,000 ريال1000 م²4 6 ڤيلا حي جرير قريبة من طريق النهضة 
المساحة:1000 م ( 25*40)
شارع شمالي 12 م
شارع غربي 12 م
يوجد فيها :
اكثر من 7 غرف 
صالتين 
اكثر من 5 دورات مياه 
درج داخلي 
غرفة خادمة
ملحق خارجي 
مستودع
على السووم 
الحد 1850 للمتر
والمالك صامل البيع   حي جرير - الرياض","قبل 6 ايام"
"فيلا للبيع في شارع القفاف ، حي الربوة ، الرياض ، الرياض","1,800,000 ريال","4","5","562 م²","فيلا للبيع في شارع القفاف ، حي الربوة ، الرياض ، الرياضقبل 45 دقيقة1,800,000 ريال562 م²5 4 تحديث 
السوم مليون وسبعمائة الف
الحد مليون وثمانمائة الف
والضريبة على المشتري
للبيع من المالك مباشرة
فيلا قديمة الموقع متميز حي القصور شرق شارع الأحساء خلف جرير و التميمي . منطقة قصور راقية وجميع الخدمات مكتملة
الموقع في الاعلان دقيق 
شارعين غربي...   حي الربوة - الرياض","قبل 45 دقيقة"
"فيلا للبيع في شارع يحيى العمروني ، حي الخالدية ، الرياض ، الرياض","1,400,000 ريال","7","5","650 م²","فيلا للبيع في شارع يحيى العمروني ، حي الخالدية ، الرياض ، الرياضقبل يوم1,400,000 ريال650 م²5 7 للبيع فيلا بحي الخالدية من المالك مباشرة
مجددة بالكامل قبل سنتين
مكيفات راكبه سبليت، مطبخ جديد
السوم وصل 1,400,000 
البيع قريب ان شاءالله
للتواصل والإستفسارات: 0581955905
في حال عدم الرد يرجى ترك رسالة واتساب   حي الخالدية - الرياض","قبل يوم"
"فيلا للبيع في حي الخالدية ، الرياض ، الرياض","1,000,600 ريال","5","5","600 م²","فيلا للبيع في حي الخالدية ، الرياض ، الرياضقبل شهر1,000,600 ريال600 م²5 5 تجاري
يوجد حوش كبير وبيت شعر ومدخل سيارة شارع ٣٦
قريب من محطط القطار تقريب ٤٠٠ متر ومصرح عدد أدوار شارع تجاري   حي الخالدية - الرياض","قبل شهر"
"فيلا للبيع في حي غبيرة ، الرياض ، الرياض","300,000 ريال","7","5","120 م²","فيلا للبيع في حي غبيرة ، الرياض ، الرياضقبل 3 شهور300,000 ريال120 م²5 7 بسم الله الرحمن الرحيم  ماشاء الله   ولاقوة الابالله               فلة دورين وملحق للبيع
موجرة  ٢٦
قريبة من الجامع وكذالك  المدارس  والخدمات
والله ولي التوفيق
للتواصل ابو محمد 0565455008   حي غبيرة - الرياض","قبل 3 شهور"
"فيلا للبيع في شارع ابي المهند ، حي جرير ، الرياض ، الرياض","3,000,000 ريال","5","5","355 م²","فيلا للبيع في شارع ابي المهند ، حي جرير ، الرياض ، الرياضقبل اسبوعين3,000,000 ريال355 م²5 5 بدروم مرتفع مشمس مكون من غرف نوم اساسية داخلها حمام  وغرفتين نوم وبينهم حمام 
صالة طعام وصالة جلوس بداخلها حمام 
ومطبخ وحوش وبنهاية الحوش غرفة صغيرة 
وغرفة شغالة 
الدور الارضي مجلس رجال ومجلس حريم وبينهم حمام وصالة طعام 
وثم باب مغلق وغرفتين اساسية ب...   حي جرير - الرياض","قبل اسبوعين"
"فيلا للبيع في شارع جرير ، حي جرير ، الرياض ، الرياض","3,750,000 ريال","5","5","1250 م²","فيلا للبيع في شارع جرير ، حي جرير ، الرياض ، الرياضقبل شهر3,750,000 ريال1250 م²5 5 فرصه استثماريه
فيلا على شارع جرير سكني تجاري للبيع
للتواصل واتس اب   حي جرير - الرياض","قبل شهر"
"فيلا للبيع في شارع عبدالعزيز النمر ، حي الربوة ، الرياض ، الرياض","5,200,000 ريال","5","5","536 م²","فيلا للبيع في شارع عبدالعزيز النمر ، حي الربوة ، الرياض ، الرياضقبل اسبوع5,200,000 ريال536 م²5 5 فيلا مودرن و التشطيب ممتاز جدا و بناء شخصي للبيع او الايجار السعر قابل للتفاوض   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع مسلم بن الوليد ، حي الفاروق ، الرياض ، الرياض","650,000 ريال","7","4","500 م²","فيلا للبيع في شارع مسلم بن الوليد ، حي الفاروق ، الرياض ، الرياضقبل اسبوع650,000 ريال500 م²4 7 السعر الموجود سوم !!! الفيلة عباره عن دورين وسطح الغرف واسعه وعمرها فوق ل 35 سنه   حي الفاروق - الرياض","قبل اسبوع"
"فيلا للبيع في شارع احمد بن سلطان ، حي اليمامة ، الرياض ، الرياض","350,000 ريال","6","3","154 م²","بيت شعبي مسلح مستاجر دخله السنوي 10000 
قابل للتفاوض للصامل  التواصل على هذه الرقم 
او خاص او واتس 0567270071
من المالك مباشرة","قبل اسبوع"
"فيلا للبيع في شارع الحموي ، حي اليمامة ، الرياض ، الرياض","500,000 ريال","5","4","500 م²","فلتين وارض بينها ساحة كانت مؤجرة على مدرسة للاستثمار موقعها مميز حي اليمامة وقريبة من مجمع مدارس البنات مساحاتها كل فلة ٥٠٠ متر والارض ٥٠٠ متر","قبل شهر"
"فيلا للبيع في شارع زرقاء اليمامة ، حي المربع ، الرياض ، الرياض","600,000 ريال","5","4","328 م²","فيلا دورين وملحق تحت استقبال وفوق نوم
تم تقسيمها إلى دورين منفصلين
كل دور له عداد كهرب مستقل
العمارة يبيلها ترميم
يوجد تصوير فيديو للدور الأرضي","قبل 4 ايام"
"فيلا للبيع في شارع عبدالله بن جريس ، حي المنصورة ، الرياض","2,000,000 ريال","7","5","750 م²","فلتين دبلكس 
فيلا الاولى : تحت استقبال فوق غرف نوم 
فيلا الثانية : تحت دور و فوق دور+ ملحق فوق 
البناء شخصي ممتاز وتقع على شارعين 30 غرب و 15 جنوب 
 
السوم 2000000 والبيع قريب بأذن الله
التواصل مع المالك مباشرة  0555446903","قبل اسبوعين"
"فيلا للبيع في شارع الجريفة ، حي جرير ، الرياض ، الرياض","900,000 ريال","5","5","278 م²","فلة بحي جرير الرياض مجددة بالكامل قبل سنتان بقيمة ٣٠٠ ألف ريال موجود الفواتير","قبل اسبوع"
"فيلا للبيع في شارع سلمان بن ربيعة -رضي الله عنه- ، حي الربوة ، الرياض ، الرياض","1,750,000 ريال","4","4","460 م²","للبيع فيلا ٤٦٠ متر
حي الربوة - الرياض 
عمرها  ١٧ سنه
شارع ١٥ شمالي 
درج صالة تشطيب سوبر ديولكس
رخام وبورسلان 
جبسيات على كامل غرف المنزل 
عدد اثنين ملاحق وقبو
غرفة سائق 
غرفة خادمة ومستودع وغرفة غسيل 
مسطحات البناء غير الملاحق ٥٨٠ م
٤ مكيفات مخفيه دك...","قبل ساعتين"
"فيلا للبيع في شارع عبدالرحمن الجيلي ، حي جرير ، الرياض","950,000 ريال","5","5","440 م²","للبيع فله قديمه بحي جرير
العمر /40
قابله للفصل 
راس بلك على ثلاثة شوارع
شمالي/10
جنوبي/10
غربي/15
للتواصل/أبوعبدالرحمن
0555000427","قبل شهر"
"فيلا للبيع في شارع جبل عامر ، حي اليمامة ، الرياض ، الرياض","260,000 ريال","7","4","225 م²","للبيع فيلا استثمارية بحي اليمامه مساحة ٢٧٠ م٢ تتكون من دور ارضي ودور اول وشقه بالسطح جميعهم مفصوله الدور الارضي يتكون من حوش وملحق خارجي و٤ غرف ومطبخ وصاله ودورتين مياه والدور الاول يتكون من ٤ غرف وصاله ومطبخ ودورتين مياه وبلكونه صغيره والدور الثاني ...","قبل شهرين"
"فيلا للبيع في شارع الانجب بن ابي السعادات ، حي العمل ، الرياض ، الرياض","630,000 ريال","7","4","315 م²","فيلا مؤجرة بحالة جيدة","قبل شهر"
"فيلا للبيع في شارع طلحة العلثي ، حي المنصورة ، الرياض ، الرياض","1,550,000 ريال","7","5","420 م²","فيلا فخمة بمواصفات خاصة :
المساحة  : 420م 
الحي.      :المنصورة 
المزايا :
1-بناء خاص بمواصفات خاصة
2-تشطيب Vip
3-مكيفات اسبليت لكافة الغرف
4-خزان غاز ارضي 
5-موقف سيارة داخلي مظلل 
6-دور بدروم بمواصفات خاصة له مدخلان ويحتوي :
1-صالة مناسبات فخمة مشط...","قبل شهر"
"فيلا للبيع في شارع دارين ، حي الربوة ، الرياض ، الرياض","1,550,000 ريال","3","3","700 م²","الفله قديمه لها اكثر من ٣٥ سنه بقيمه ارض 
مساحتها ٧٠٠
شارع ٢٠
حي الربوه
مصممه قديما على انها دور ارضي وشقتين فوق لكن تم استخدامها بالكامل من قبل عائله بيها ٣ عدادات كهرب   السوم مليون ٥٥٠","قبل 21 ساعة"
"فيلا للبيع في شارع القفاف ، حي الربوة ، الرياض ، الرياض","1,750,000 ريال","2","5","562 م²","أرض عليها فيلا قديمة الموقع متميز حي القصور خلف مكتبة جرير واسواق التميمي . منطقة قصور راقية وجميع الخدمات مكتملة
المساحة ٥٦٢ متر
شارعين غربي ٢٠ وشمالي ١٠ 
الصك شامل محدث
مفصولة دورين الدور الارضي مؤجر
السوم مليون  و ٧٥٠ألف 
البيع فرق السوم          ...","قبل 21 ساعة"
"فيلا للبيع في شارع ابن عامر ، حي الربوة ، الرياض ، الرياض","1,200,000 ريال","5","5","300 م²","الرجاء التواصل عبر الوتس اب 
دبلوكس 
على شارعين - ٢٠ غرب - ١٠ شمال
المساحة : ٣٠٠ متر 
عمر العقار ١٨ سنة تقريبا 
مواصفات العقار 
- دورين مفصولة - عدادات مفصولة .. 
- غرفة سائق 
- ملحق خارجي 
- موقف سيارة 
الدور الأرضي : 
- مجلس 
- صالة
- ٣ غرف 
- ...","قبل شهر"
"فيلا للبيع في شارع حكيم بن خزام ، حي الوشام ، الرياض ، الرياض","2,000,000 ريال","6","3","904 م²","بيت قدم جدا متهالك البناء","قبل شهر"
"فيلا للبيع في شارع ابي العوالي الكناني ، حي الزهراء ، الرياض","1,400,000 ريال","7","5","562 م²","ڤيلا للبيع مجددة ومرممة بالكامل في الملز حي الزهراء قريبة من المستشفى الوطني مكونة من دورين متصلة كل دور شقتين ويوجد ثلاث ملاحق خارجية  .   
الإجمالي:  عدد 15 غرفة وصالتين و 7 مطابخ و7 دورات مياه","قبل يوم"
"فيلا للبيع في شارع زهرة الربيع ، حي المنصورة ، الرياض ، الرياض","2,000,000 ريال","5","5","580 م²","شارع ثلاثين امام مسجد وجمعيع الخدمات موجوده الواجها  رخام ودرج داخلي","قبل شهر"
"فيلا للبيع في شارع ابي السعود الحسيني ، حي سكيرينة ، الرياض ، الرياض","300,000 ريال","2","2","150 م²","","قبل 3 اسابيع"
"فيلا للبيع في شارع الموية الجديد ، حي المربع ، الرياض ، الرياض","700,000 ريال","6","5","225 م²","فيلا للبيع بقيمة ارض دور وشقتين  قديمه وفرصه للستثمار  في المربع على شارع ١٠ سوم ٧٥٠  وقابل للتفاوض  للتواصل واتس","قبل شهر"
"فيلا للبيع في شارع ابراهيم بن رضوان ، حي منفوحة الجديدة ، الرياض ، الرياض","500,000 ريال","7","5","215 م²","فله عباره عن ٦ شقق مؤجر منها ٤ وثنتين فاضيه دخلها السنوي حدود ٣٠ الف اجارات قديمه البنيان مسلح وفيها ٣ عدادات تصلح للي بياخذها عن طريق البنك ويرممها الحاره هاديه والجيران كويسين عليها سوم ٣٥٠ الف والبيع قريب","قبل 3 ايام"
"فيلا للبيع في شارع ابن الغزال ، حي الضباط ، الرياض ، الرياض","1,400,000 ريال","6","5","552 م²","فيلا قديمة عبارة عن دورين مع حوش خارجي بمسبح للبيع أو الإيجار ، وتحتاج ترميم بالكامل ..
السعر قابل للتفاوض","قبل 18 ساعة"
"فيلا للبيع في شارع أبي المهند ، حي جرير ، الرياض ، الرياض","2,000,000 ريال","7","5","400 م²","فيلا للبيع في شارع أبي المهند ، حي جرير ، الرياض ، الرياضقبل اسبوع2,000,000 ريال400 م²5 7 للبيع فله حي الربوه مساحه 400م دور ارضي مفصول ست غرف  اربع حمامات معا غرف ملابس 
دور اول مفصول  خمس غرف اربع حمامات معا غرف ملابس 
دور ثاني خمس غرف اربع حمامات معا غرف ملابس 
فيلا جديدة فاخرة ومساحات كبيرة وتنفيذ مضمون وعليها ضمانات وتشطيب فاخر وباقي...   حي جرير - الرياض","قبل اسبوع"
"فيلا للبيع في الرياض ، حي العزيزية ، الرياض","930,000 ريال","4","4","236 م²","فيلا للبيع في الرياض ، حي العزيزية ، الرياضقبل 3 اسابيع930,000 ريال236 م²4 4 السلام عليكم ورحمة الله وبركاته
شركه مدار اعمار ترحب بكم
فيلا للبيع في الشفا عباره عن درج صاله
تتكون مجلس و مقلط وصاله ومطبخ مجلس نساء و اثنين حمامات
والدور الثاني ٤ غرف نوم وصاله منها غرفتين مع الحمام حمام
والسطح غرفه مع الحمام
نوفر الدفعه الاولي وا...   حي المنصورة - الرياض","قبل 3 اسابيع"
"فيلا للبيع في شارع ابن ابي التائب ، حي المنصورة ، الرياض ، الرياض","1,000,000 ريال","5","5","500 م²","فيلا للبيع في شارع ابن ابي التائب ، حي المنصورة ، الرياض ، الرياضقبل 4 اسابيع1,000,000 ريال500 م²5 5 فله مجدده موقع مميز قريب من جامع ام ابراهيم الذياب مكونه من دورين مفصوله وخمس ملاحق موجره كامل دخلها تقريبآ 120 الف في السنه 
الدور فيه مجلس ومقلط ومطبخ وصاله وثلاث غرف نوم وثلاث دورات مياه  3 ملاحق في السطح و2 في الحوش كل ملحق غرفه وصاله ومطبخ ودوره...   حي المنصورة - الرياض","قبل 4 اسابيع"
"فيلا للبيع في شارع وادي النظاره ، حي المنصورة ، الرياض ، الرياض","900,000 ريال","4","5","274 م²","فيلا للبيع في شارع وادي النظاره ، حي المنصورة ، الرياض ، الرياضقبل 4 اسابيع900,000 ريال274 م²5 4 فله دبلكس مجدده تتكون من دور وثلاث شقق الدور عباره عن مجلس ومقلط وغرفتين نوم ومطبخ وثلاث دورات مياه 
الشقق عباره عن مجلس وصاله وغرفتين نوم ودورتين مياه   حي المنصورة - الرياض","قبل 4 اسابيع"
"فيلا للبيع في شارع الغريبة ، حي الربوة ، الرياض ، الرياض","1,300,000 ريال","6","5","252 م²","فيلا للبيع في شارع الغريبة ، حي الربوة ، الرياض ، الرياضقبل اسبوعين1,300,000 ريال252 م²5 6 فيلا سكنية درج داخلي اطوال الفيلا على الشارع 18م والعمق 14م  عمرها 17 سنة تحتوي على :
الدور الأرضي :
- مدخلين مستقلة ( رجال - نساء )
- مجلس
- صالة 
- صالة نساء 
- مطبخ 
- دورتين مياه 
- مشب خارجي 
- غرفة سائق 
- موقف سيارة داخلي 
الدور الأول : 
- غ...   حي الربوة - الرياض","قبل اسبوعين"
"فيلا للبيع في شارع دارين ، حي الربوة ، الرياض ، الرياض","1,500,000 ريال","5","4","700 م²","فيلا للبيع في شارع دارين ، حي الربوة ، الرياض ، الرياضقبل 23 ساعة1,500,000 ريال700 م²4 5 الفيلا للبيع 
بسعر الأرض مباشره مع المالك ..   حي الربوة - الرياض","قبل 23 ساعة"
"فيلا للبيع في شارع ابن ظهار ، حي المنصورة ، الرياض ، الرياض","950,000 ريال","5","5","200 م²","فيلا للبيع في شارع ابن ظهار ، حي المنصورة ، الرياض ، الرياضقبل شهر950,000 ريال200 م²5 5 فيلا للبيع مساحة 200م
مواصفات الفيلا درج داخلي فقط
دبلكس ملصقة 
موقع الفيلا مرة مميز قريبة من كل الخدمات 
الموقع خنشليلة 
تحت مجالس وفوق 4غرف نوم و3حمامات 
شمالية 20
كل الضمانات متوفرة 
0500251499   حي المنصورة - الرياض","قبل شهر"
"فيلا للبيع في شارع مويسل, الرياض","1,250,000 ريال","5","4","650 م²","فيلا للبيع في شارع مويسل, الرياضقبل شهر1,250,000 ريال650 م²4 5 فيلا على شارعين زاوية شارع 14 و شارع 12 مفصوله دور وشقتين ثلاث عدادات   حي الخالدية - الرياض","قبل شهر"
"فيلا للبيع في شارع الانباري ، حي المنصورة ، الرياض ، الرياض","11,500,000 ريال","5","5","4550 م²","فيلا للبيع في شارع الانباري ، حي المنصورة ، الرياض ، الرياضقبل يوم11,500,000 ريال4550 م²5 5 موقع الإستثمار التجاري او تتقسم سكني  تتكون من/ قاعه   وفلتين وشقه و٣ فتحات وارض  وموقع ممتاز ع ٣ شوارع  ٣٠ شرقي ٣٠ شمالي ٢٠ غربي   حي المنصورة - الرياض","قبل يوم"
"فيلا للبيع في شارع ابن حبان ، حي اليمامة ، الرياض ، الرياض","500,000 ريال","5","5","300 م²","فيلا للبيع في شارع ابن حبان ، حي اليمامة ، الرياض ، الرياضقبل يومين500,000 ريال300 م²5 5 كود اعلان رقم ب/ B278.
فيلا للبيع دورين مفصولين بحي اليمامه مرمم كامل
موقع ممتاز علئ شارع رئيسي سكنيه 
الدور الارضي : مجلس ومقلط و٣ غرف نوم وصاله ودورتين المياة ومطبخ ومستودع وحوش .
-
الدور العلوي : مجلس ومقلط و٤ غرف نوم وصاله ودورتين المياة ومطبخ وا...   حي اليمامة - الرياض","قبل يومين"
"فيلا للبيع في شارع ابي اسحاق التاجر ، حي جرير ، الرياض ، الرياض","1,600,000 ريال","6","5","400 م²","فيلا للبيع في شارع ابي اسحاق التاجر ، حي جرير ، الرياض ، الرياضقبل 3 اسابيع1,600,000 ريال400 م²5 6 فيلا للبيع حي الملز
المساحه ٤٠٠ متر
شارع ١٠ جنوبي
العمر ٦ سنوات
السعر ١٦٠٠٠٠٠ قابل للتفاوض
المواصفات
ملحق خارجي + مطبخ خارجي +حوش
مجلس رجال +صاله طعام +صاله +صاله نساء
العلوي عدد ٤ غرف نوم + صاله
السطح عدد ٢ غرفه +صاله   حي جرير - الرياض","قبل 3 اسابيع"
"فيلا للبيع في طريق الامير محمد بن عبدالرحمن الفرعي ، حي الخالدية ، الرياض ، الرياض","1,000,000 ريال","5","4","450 م²","فيلا للبيع في طريق الامير محمد بن عبدالرحمن الفرعي ، حي الخالدية ، الرياض ، الرياضقبل شهر1,000,000 ريال450 م²4 5 فلة بالرياض حي الخالدية مساحتها ٤٥٠ متر دورين مفصولة وملحق السوم ٩٠٠  ألف  البيع علي الشور  ٩٥٠  الف   حي الخالدية - الرياض","قبل شهر"
"فيلا للبيع في شارع ابن السكيت ، حي جرير ، الرياض ، الرياض","2,000,000 ريال","7","5","850 م²","فيلا للبيع في شارع ابن السكيت ، حي جرير ، الرياض ، الرياضقبل 3 اسابيع2,000,000 ريال850 م²5 7 العقار عباره عن فيلا دور ارضي  6 غرف + 3 حمامات + مطبخ 
وحوش مساحه كبيره + حمام خارجي + حديقه + مساحه جاهزه لبناء بيت شعر  + مدخل سياره مظلل ياخد حوالي  4 سيارات 
ودور ثاني مدخل منفصل 
عباره عن عماره فيها 5 سقق  
1- شقه جناح  3 غرف + صاله + بلكونه ...   حي جرير - الرياض","قبل 3 اسابيع"
"فيلا للبيع في شارع حبيب الانصاري ، حي عتيقة ، الرياض ، الرياض","400,000 ريال","7","5","264 م²","فيلا للبيع في شارع حبيب الانصاري ، حي عتيقة ، الرياض ، الرياضقبل 20 ساعة400,000 ريال264 م²5 7 الدور الارضي:٣غرف+ مستودع+مجلس+مقلط+مطبخ+٣دورات مياة
الشقه الاولى:٣غرف+مطبخ+٢دورات مياة+بلكونة
الشقه الثانيه:٢غرف نوم+صالة+دورة مياة واحده+مطبخ
السطح:غرفة+دوراة مياة وحده   حي عتيقة - الرياض","قبل 20 ساعة"
"فيلا للبيع في شارع عبدالقادر الناصح ، حي جرير ، الرياض ، الرياض","1,500,000 ريال","6","4","489 م²","فيلا للبيع في شارع عبدالقادر الناصح ، حي جرير ، الرياض ، الرياضقبل شهر1,500,000 ريال489 م²4 6    حي جرير - الرياض","قبل شهر"
